"","Code","Governance.Units.x","Provinces.x","Districts.x","Name.of.Government.Unit.x","Children.Immunized.BCG.Doses","Children.Immunized.DPT.HepB.Hib.1st","Children.Immunized.DPT.HepB.Hib.3rd","Children.Immunized.OPV.3rd","Children.Immunized.PCV.3rd","Children.Immunized.Measles.Rubella.12.23.Months","Children.Immunized.JE","Pregnant.women.Immunized.TD.Pregnant.Women..2","Pregnant.women.Immunized.TD.Pregnant.Women..2.","Fully.Immunized.Children","Health.Facilities.within.Catchment.Area.Immunization.Sessions.Planned","Health.Facilities.within.Catchment.Area.Immunization.Sessions.Planned.months","Health.Facilities.within.Catchment.Area.Immunization.Sessions.Conducted","Safe.Motherhood.Program..Birth.Weight.Low.and.Very.low....2.5.kg.","Registered.for.GM.New.Visit.0.11.Months...Normal","Registered.for.GM.New.Visit.0.11.Months...Moderate","Registered.for.GM.New.Visit.0.11.Months...Severe","Registered.for.GM.New.Visit.12.23.Months...Normal","Registered.for.GM.New.Visit.12.23.Months...Moderate","Registered.for.GM.New.Visit.12.23.Months...Severe","X..5yr.Children.Receiving.Vitamin.A.6.59.Months..sharwan.Poush.2074.","Nutrition...5yr.Children.Receiving.Deworming.Tab..Sharwan.poush.2074.","CBIMCI..2.59Months..Classification.Diarrhoea.No.Dehydration","CBIMCI..2.59Months..Classification.Diarrhoea.Some.Dehydration","CBIMCI..2.59Months..Classification.Diarrhoea.Severe.Dehydration","FCHV.Program.CBIMCI..2.59.Months.Total.Diarrhoea.Cases","CBIMCI..2.59Months..Treatment.ORS...Zinc","FCHV.Program.CBIMCI..2.59.Months.Treated.with.ORS...Zinc","Total.Diarrhoea.cases","Total.diarrhoea.treated.with.ORS.and.zinc","CBIMCI..2.59Months..Classification.ARI.No.Pneumonia","CBIMCI..2.59Months..Classification.ARI.Pneumonia","CBIMCI..2.59Months..Classification.ARI.Severe.Pneu.Very.Severe.Disease","FCHV.Program.CBIMCI..2.59.Months.Total.cases.ARI","Total.ARI.cases","Total.Pneumonia.cases..at.HF...Outreach.","CBIMCI..2.59Months..Treatment.Amoxicillin","CBIMCI..2.59Months..Treatment.Cotrim.Paediatrics","CBIMCI..2.59Months..Treatment.Other.Antibiotics.Facility","Safe.Motherhood.Program.Antenatal.Checkup.First.ANC.Visit..any.time...20.Years","Safe.Motherhood.Program.Antenatal.Checkup.First.ANC.Visit..any.time...20.Years.1","Safe.Motherhood.Program.Antenatal.Checkup.Four.ANC.Visits.as.per.Protocol..20.Years","Safe.Motherhood.Program.Antenatal.Checkup.Four.ANC.Visits.as.per.Protocol..20.Years.1","Nutrition.Pregnant.Women.Receiving.180.Iron.Tablets","Safe.Motherhood.Program.Delivery.Service.Non.SBA.Health.Workers.Facility","Safe.Motherhood.Program.Delivery.Service.Non.SBA.Health.Workers.Home","Safe.Motherhood.Program.Delivery.Service.Skilled.Birth.Attendants..SBA.Facility","Safe.Motherhood.Program.Delivery.Service.Skilled.Birth.Attendants..SBA.Home","Safe.Motherhood.Program.3.PNC.Visits.as.per.Protocol","FCHV.Program.Maternal.Death.Antepartum","FCHV.Program.Maternal.Death.Intrapartum","FCHV.Program.Maternal.Death.Postpartum","Safe.Motherhood.Program.Maternal.Death.Antepartum","Safe.Motherhood.Program.Maternal.Death.Intrapartum","Safe.Motherhood.Program.Maternal.Death.Postpartum","Safe.Motherhood.Program.Safe.Abortion.Service.Number.of.Women...20.Years.Medical","Safe.Motherhood.Program.Safe.Abortion.Service.Number.of.Women...20.Years.Surgical","Safe.Motherhood.Program.Safe.Abortion.Service.Number.of.Women...20.Years.Medical.1","Safe.Motherhood.Program.Safe.Abortion.Service.Number.of.Women...20.Years.Surgical.1","CBIMCI..2Months.Total.Death...28.Days..Facility","CBIMCI..2Months.Total.Death...28.Days..OutReach.Clinics","FCHV.Program.Death..28.days","Safe.Motherhood.Program.Maternal.Death.Neonatal.death.at.Health.Facility","Total.number.of.neonatal.deaths","Family.Planning.Program.Temporary.FP.Method.Pills.Current.User","Family.Planning.Program.Temporary.FP.Method.Implant.Current.User","Family.Planning.Program.Temporary.FP.Method.IUCD.Current.User","Family.Planning.Program.Temporary.FP.Method.Depo.Current.User","Family.Planning.Program.Temporary.FP.Method.Condom.Pieces.Qty.150","Family.Planning.Program.Postpartum.FP.Acceptors..Within.48.Hours.of.Delivery..IUCD","Family.Planning.Program.Postpartum.FP.Acceptors..Within.48.Hours.of.Delivery..Implant","Family.Planning.Program.Postpartum.FP.Acceptors..Within.48.Hours.of.Delivery..Tubectomy","Total.FCHVs.within.Catchment.Area","FCHV.Program.SMH.FP.Meetings.Held.of.Mothers.Group","Health.Facilities.within.Catchment.Area.Outreach.Clinics.Planned.months","Health.Facilities.within.Catchment.Area.Outreach.Clinics.Conducted","HIV.Tested.in.HTC.Program","HIV.found.Positive.in.HTC.Program","Outpatient.Morbidity.Communicable.Vector.Borne.Filariasis.Cases","Outpatient.Morbidity.Trachoma.Cases","No..of.new.TB.cases.registered","TB.PBC..new..registered.cases","TB.PBC..new..treatment.completed....cured.and.completed..cases","Malaria..Total.number.of.positive.cases","Number.of..P..Falciparum..PF..cases","Malaria..Diagnosis...Result.Examined","Malaria..Blood.Slide.Collection","Leprosy.Total.Additions.New.Cases.Never.Registered.earlier.Multi.Bacillary","Leprosy.Total.Additions.New.Cases.Never.registered.earlier.Pauci.Bacillary","Leprosy.Patient..from.OPD.","Total.New.OPD.Visits.Female","Total.New.OPD.Visits.Male","fid","Provinces.y","Districts.y","Governance.Units.y","Name.of.Government.Unit.y"
"436",40705,"Municipality ","Gandaki Province","Tanahu","Bhimad Municipality",458,571,550,550,500,428,516,280,182,480,280,23,272,14,563,6,0,332,7,2,2520,2185,240,13,0,334,326,341,587,"667",585,77,1,554,1217,78,352,120,115,136,377,51,168,216,9,0,274,0,78,0,0,0,0,0,0,8,0,54,1,0,0,2,1,3,81,128,239,136,278,0,0,0,45,517,"13",138,0,0,0,16,15,16,13,0,0,0,0,0,0,0,11743,7494,426,"Gandaki Province","Tanahu","Municipality ","Bhimad Municipality"
"437",40706,"Rural Municipality","Gandaki Province","Tanahu","Ghiring Rural Municipality",292,350,314,314,343,260,322,129,76,301,146,12,146,0,354,0,0,250,3,3,772,970,88,54,0,436,163,489,578,"652",264,118,0,724,1106,118,63,84,13,95,144,10,22,32,8,2,12,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,167,14,58,147,0,0,0,27,1210,"10",117,0,0,1,0,15,5,5,0,0,0,0,0,0,0,5318,3465,429,"Gandaki Province","Tanahu","Rural Municipality","Ghiring Rural Municipality"
"438",40707,"Rural Municipality","Gandaki Province","Tanahu","Rhishing Rural Municipality",385,391,348,348,356,294,355,157,99,331,264,22,260,0,408,0,5,184,3,0,1751,1540,123,23,0,613,160,613,759,"773",259,26,0,812,1097,26,38,20,92,112,172,50,114,166,0,3,47,8,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,103,29,208,234,0,0,0,43,538,"16",195,0,0,0,0,6,4,3,0,0,0,0,0,0,0,6816,4751,431,"Gandaki Province","Tanahu","Rural Municipality","Rhishing Rural Municipality"
"439",40708,"Rural Municipality","Gandaki Province","Tanahu","Devghat Rural Municipality",209,238,240,240,231,195,228,107,67,231,188,16,182,0,193,0,0,206,0,0,1169,1058,231,23,1,505,252,497,760,"749",455,76,0,467,998,76,174,74,5,62,147,16,62,89,5,0,11,1,15,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,113,98,4,153,122,0,0,0,33,354,"14",150,0,0,0,0,16,16,13,0,0,0,0,2,0,1,6716,6456,428,"Gandaki Province","Tanahu","Rural Municipality","Devghat Rural Municipality"
"440",40709,"Rural Municipality","Gandaki Province","Tanahu","Bandipur Rural Municipality",159,286,246,246,212,227,227,110,66,248,36,3,30,4,185,0,0,67,0,0,1355,1197,132,7,0,389,107,388,528,"495",386,102,0,523,1011,102,132,0,241,50,151,7,57,61,0,0,47,0,1,0,0,0,0,0,0,37,71,494,923,0,0,0,0,0,416,1586,1096,273,178,0,0,0,18,216,"5",48,0,0,0,0,20,10,5,0,0,20,22,0,0,0,7297,5581,424,"Gandaki Province","Tanahu","Rural Municipality","Bandipur Rural Municipality"
"441",40710,"Rural Municipality","Gandaki Province","Tanahu","Aanbu Khaireni Rural Municipality",317,362,352,352,358,303,363,161,145,340,158,13,138,0,302,8,5,183,26,2,1696,1568,90,13,0,529,78,452,632,"530",140,30,0,761,931,30,42,4,28,74,335,21,116,177,1,0,84,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,64,147,2,105,35,0,0,0,26,316,"7",85,0,0,0,0,30,11,10,0,0,1,1,1,0,0,4228,3202,423,"Gandaki Province","Tanahu","Rural Municipality","Aanbu Khaireni Rural Municipality"
"442",40801,"Municipality ","Gandaki Province","Nawalparasi East","Gaidakot Municipality",1072,1170,1214,1183,1159,1108,1205,685,571,1166,227,19,227,1,1070,4,7,2353,0,7,5304,4741,341,8,0,600,427,600,949,"1027",911,67,5,1084,2067,72,100,0,34,225,1125,166,913,1069,0,0,93,0,121,0,0,0,0,0,0,11,0,352,4,0,0,0,0,0,266,220,203,535,445,0,0,0,39,464,"7",84,0,0,0,2,99,36,27,7,0,1561,1561,8,9,1,18946,16171,769,"Gandaki Province","Nawalparasi East","Municipality ","Gaidakot Municipality"
"443",40802,"Rural Municipality","Gandaki Province","Nawalparasi East","Bulingtar Rural Municipality",223,238,219,221,204,183,207,93,70,206,212,18,175,2,288,0,0,169,0,0,1469,1318,254,6,0,487,309,462,747,"771",442,80,2,636,1160,82,96,79,137,77,99,42,96,124,0,28,66,3,92,0,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,100,0,1,0,44,408,"12",123,0,0,0,0,7,2,6,0,0,6,6,0,0,0,6875,4980,766,"Gandaki Province","Nawalparasi East","Rural Municipality","Bulingtar Rural Municipality"
"444",40803,"Rural Municipality","Gandaki Province","Nawalparasi East","Bungdikali Rural Municipality",193,201,199,195,210,222,248,119,60,246,155,13,136,0,213,2,1,98,1,0,1038,968,246,5,1,367,299,348,619,"647",372,189,4,518,1083,193,193,47,11,71,145,40,88,131,0,5,61,10,18,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,102,39,1,125,63,0,0,0,52,504,"12",117,0,0,0,9,22,9,7,2,0,9,9,1,0,0,6812,4809,767,"Gandaki Province","Nawalparasi East","Rural Municipality","Bungdikali Rural Municipality"
"445",40804,"Rural Municipality","Gandaki Province","Nawalparasi East","Hupsekot Rural Municipality",405,388,399,399,401,385,468,224,105,394,142,12,130,3,400,2,1,190,0,3,2166,1933,138,2,0,252,140,236,392,"376",212,58,1,347,618,59,73,13,21,96,276,63,247,314,0,0,52,0,48,0,0,0,0,0,0,15,0,125,0,0,0,0,0,0,26,15,3,25,86,0,0,0,25,279,"11",125,0,0,0,0,25,19,14,0,0,75,75,0,0,0,5781,4428,770,"Gandaki Province","Nawalparasi East","Rural Municipality","Hupsekot Rural Municipality"
"446",40805,"Municipality ","Gandaki Province","Nawalparasi East","Devchuli Municipality",679,673,636,636,601,577,738,429,286,678,209,17,153,9,983,1,1,627,22,1,4290,3826,91,1,0,399,96,399,491,"495",281,99,0,706,1086,99,127,6,96,160,1015,115,698,823,0,0,326,0,54,0,0,0,0,0,0,19,0,114,0,0,0,0,0,0,0,0,0,0,191,0,0,0,38,328,"9",73,42,3,0,0,38,17,15,2,0,343,343,1,2,2,12750,8517,768,"Gandaki Province","Nawalparasi East","Municipality ","Devchuli Municipality"
"447",40806,"Municipality ","Gandaki Province","Nawalparasi East","Kawasoti Municipality",1043,1183,1078,1094,1156,1070,1280,529,356,1121,264,22,238,5,1564,10,2,621,5,0,6429,5765,128,11,0,890,147,875,1029,"1022",408,155,1,1269,1833,156,204,86,90,116,812,74,549,626,2,1,114,0,99,0,0,0,0,0,0,7,0,169,0,0,0,1,0,1,229,184,14,330,202,0,0,0,48,521,"16",169,3,0,0,3,63,44,38,1,0,272,272,2,3,2,9400,7019,771,"Gandaki Province","Nawalparasi East","Municipality ","Kawasoti Municipality"
"448",40807,"Municipality ","Gandaki Province","Nawalparasi East","Madhya Bindu Municipality",852,872,783,783,848,726,934,424,347,821,308,26,228,7,1037,6,1,162,7,0,5455,4886,226,5,0,1165,232,1102,1396,"1334",540,134,3,1958,2635,137,176,42,52,177,720,128,476,634,7,0,309,0,24,0,0,0,0,0,0,7,0,170,0,0,0,0,1,1,0,0,0,0,391,0,0,0,64,581,"18",161,0,0,0,0,51,24,21,4,0,325,325,7,4,15,12676,8909,772,"Gandaki Province","Nawalparasi East","Municipality ","Madhya Bindu Municipality"
"449",40808,"Rural Municipality","Gandaki Province","Nawalparasi East","Binayi Tribeni Rural Municipality",473,560,503,503,555,502,641,231,256,581,184,15,179,7,559,0,0,418,1,1,2907,2573,134,14,0,389,141,389,537,"530",338,78,0,1094,1510,78,143,39,64,121,484,47,241,277,0,0,156,0,106,0,0,0,0,0,0,5,0,55,0,0,0,0,0,0,119,130,61,182,217,0,0,0,29,344,"6",71,55,0,0,0,44,24,20,2,1,216,216,1,2,4,6635,5912,764,"Gandaki Province","Nawalparasi East","Rural Municipality","Binayi Tribeni Rural Municipality"
"450",40808,"Rural Municipality","Gandaki Province","Nawalparasi East","Binayi Tribeni Rural Municipality",473,560,503,503,555,502,641,231,256,581,184,15,179,7,559,0,0,418,1,1,2907,2573,134,14,0,389,141,389,537,"530",338,78,0,1094,1510,78,143,39,64,121,484,47,241,277,0,0,156,0,106,0,0,0,0,0,0,5,0,55,0,0,0,0,0,0,119,130,61,182,217,0,0,0,29,344,"6",71,55,0,0,0,44,24,20,2,1,216,216,1,2,4,6635,5912,765,"Gandaki Province","Nawalparasi East","Rural Municipality","Binayi Tribeni Rural Municipality"
"451",40901,"Municipality ","Gandaki Province","Syangja","Putalibazar Municipality",633,773,692,698,695,597,711,403,625,639,477,40,453,11,707,11,1,470,1,1,3425,3111,154,19,1,729,200,735,903,"935",372,155,2,1669,2198,157,171,3,29,262,1206,195,958,1269,3,1,429,0,30,0,0,0,0,0,0,21,1,252,31,0,0,1,0,1,379,270,646,471,235,4,0,0,99,1133,"28",301,3426,12,0,1,28,15,12,1,0,83,83,0,0,0,21620,15403,442,"Gandaki Province","Syangja","Municipality ","Putalibazar Municipality"
"452",40902,"Rural Municipality","Gandaki Province","Syangja","Phedikhola Rural Municipality",176,223,219,219,217,166,232,32,45,188,136,11,131,1,213,2,0,199,0,0,998,873,33,3,0,96,33,97,132,"130",57,20,0,539,616,20,17,1,3,23,84,8,89,107,0,0,5,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,30,0,73,111,0,0,0,36,403,"12",142,0,0,0,12,11,6,6,0,0,0,0,0,0,0,4093,2643,441,"Gandaki Province","Syangja","Rural Municipality","Phedikhola Rural Municipality"
"453",40903,"Rural Municipality","Gandaki Province","Syangja","Aandhikhola Rural Municipality",222,307,284,284,279,259,298,79,99,284,260,22,246,2,263,2,0,272,1,0,1351,1234,189,4,0,386,185,363,579,"548",345,147,1,1003,1496,148,138,0,22,34,145,9,71,86,7,0,23,1,44,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,81,50,39,97,297,0,0,0,54,532,"18",210,0,0,0,2,3,4,4,0,0,0,0,0,0,0,8390,5938,433,"Gandaki Province","Syangja","Rural Municipality","Aandhikhola Rural Municipality"
"454",40904,"Rural Municipality","Gandaki Province","Syangja","Arjun Choupari Rural Municipality",244,295,304,295,275,271,309,142,105,299,180,15,175,1,235,3,0,364,3,0,1302,1174,110,17,0,260,122,273,387,"395",190,23,0,820,1033,23,26,2,15,33,212,21,231,229,1,0,25,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,162,126,2,166,90,0,0,0,36,405,"10",120,0,0,0,0,3,2,0,0,0,0,0,1,0,2,4345,3291,434,"Gandaki Province","Syangja","Rural Municipality","Arjun Choupari Rural Municipality"
"455",40905,"Municipality ","Gandaki Province","Syangja","Bhirkot Municipaity",387,494,502,503,444,403,431,123,111,443,252,21,237,7,440,3,1,374,2,1,1926,1745,159,0,0,283,144,273,442,"417",369,39,0,1012,1420,39,36,0,11,53,241,30,168,198,2,0,46,0,38,0,0,0,0,0,0,3,0,19,0,0,1,2,1,4,153,198,22,229,159,0,0,0,54,643,"19",220,0,0,0,0,14,7,7,0,0,0,0,0,0,0,10655,8183,435,"Gandaki Province","Syangja","Municipality ","Bhirkot Municipaity"
"456",40906,"Rural Municipality","Gandaki Province","Syangja","Biruwa Rural Municipality",177,267,288,288,345,233,270,103,42,288,228,19,223,0,175,1,0,155,2,0,1680,1567,105,7,0,500,101,515,612,"616",255,24,1,753,1033,25,102,4,35,60,124,10,48,105,0,0,31,1,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,146,97,9,99,227,0,0,0,54,715,"18",213,0,0,0,0,9,7,6,0,0,0,0,0,0,0,5911,4579,436,"Gandaki Province","Syangja","Rural Municipality","Biruwa Rural Municipality"
"457",40907,"Rural Municipality","Gandaki Province","Syangja","Harinas Rural Municipality",166,197,214,215,217,165,201,90,37,164,108,9,107,0,188,0,0,216,0,0,836,735,116,19,3,174,115,172,312,"287",258,3,6,538,805,9,69,2,32,57,113,22,46,84,0,0,38,1,36,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,42,58,9,43,120,0,0,0,27,327,"12",139,0,0,0,1,4,5,5,0,0,0,0,1,0,1,4212,2788,439,"Gandaki Province","Syangja","Rural Municipality","Harinas Rural Municipality"
"458",40908,"Municipality ","Gandaki Province","Syangja","Chapakot Municipality",306,406,388,388,367,335,428,105,106,405,264,22,254,2,416,0,4,440,11,2,2104,2006,386,19,0,650,310,617,1055,"927",793,124,1,1217,2135,125,32,5,44,85,208,26,97,182,0,2,93,0,89,0,0,0,0,0,0,5,0,64,0,0,0,1,0,1,191,163,16,155,179,2,0,0,54,610,"15",163,0,0,0,0,24,9,6,0,0,0,0,0,0,0,15770,11329,437,"Gandaki Province","Syangja","Municipality ","Chapakot Municipality"
"459",40909,"Municipality ","Gandaki Province","Syangja","Walling Municipality",732,993,885,892,863,795,932,443,574,786,458,38,447,24,965,22,9,891,7,1,4659,4105,792,33,0,883,737,979,1708,"1716",1515,187,17,1658,3377,204,115,17,102,384,1555,134,578,708,1,4,511,0,351,0,0,0,0,0,0,16,5,298,30,0,0,1,0,1,235,263,223,230,373,1,0,0,90,1041,"28",309,434,15,0,3,59,21,20,0,0,60,60,6,0,4,33912,27603,443,"Gandaki Province","Syangja","Municipality ","Walling Municipality"
"460",40910,"Municipality ","Gandaki Province","Syangja","Galyang Municipality",453,691,638,638,586,571,656,277,242,492,384,32,353,3,901,11,8,598,17,12,2755,2452,210,12,0,699,228,650,921,"878",856,143,1,1414,2414,144,153,15,25,317,559,41,203,219,7,0,158,0,111,0,0,1,0,0,0,2,0,20,0,0,0,4,0,4,142,214,25,97,209,0,0,0,72,738,"24",264,0,0,0,0,34,26,23,0,0,14,14,0,1,1,14872,11177,438,"Gandaki Province","Syangja","Municipality ","Galyang Municipality"
"461",40911,"Rural Municipality","Gandaki Province","Syangja","Kaligandaki Rural Municipality",213,363,341,341,345,343,369,151,173,379,188,16,172,1,391,2,1,363,11,1,1640,1438,90,5,0,74,85,76,169,"161",349,30,0,639,1018,30,67,10,73,32,273,10,195,212,0,0,33,2,50,0,0,0,0,0,0,0,0,31,0,0,0,1,0,1,138,184,13,103,72,0,0,0,36,402,"13",155,0,0,0,0,13,13,11,0,0,0,0,3,0,0,4433,3003,440,"Gandaki Province","Syangja","Rural Municipality","Kaligandaki Rural Municipality"
"462",41001,"Rural Municipality","Gandaki Province","Parbat","Modi Rural Municipality",254,354,320,320,299,291,354,124,117,301,355,30,307,1,566,0,0,456,1,0,1563,1418,145,45,0,397,190,361,587,"551",627,158,4,1568,2357,162,174,25,44,41,154,13,117,127,5,0,45,2,49,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,83,41,69,119,120,0,0,0,72,723,"20",218,0,0,0,0,6,2,0,0,0,0,0,0,0,0,11782,9097,469,"Gandaki Province","Parbat","Rural Municipality","Modi Rural Municipality"
"463",41002,"Rural Municipality","Gandaki Province","Parbat","Jaljala Rural Municipality",274,327,325,325,269,279,327,74,86,287,263,22,249,0,443,0,0,356,2,0,1097,993,176,8,2,577,194,569,763,"763",565,162,0,644,1371,162,192,29,44,56,122,39,104,143,0,0,63,1,54,0,0,0,0,0,0,9,0,43,0,0,0,1,0,1,106,149,28,161,143,0,0,0,65,601,"14",162,0,0,0,0,8,2,3,0,0,0,0,0,0,0,9319,7334,466,"Gandaki Province","Parbat","Rural Municipality","Jaljala Rural Municipality"
"464",41003,"Municipality ","Gandaki Province","Parbat","Kushma Municipality",552,778,709,704,702,575,717,406,381,377,394,33,369,2,562,0,0,475,1,0,1596,1670,181,23,1,1268,167,1243,1473,"1410",840,260,3,2692,3795,263,293,12,89,129,594,68,459,576,0,0,465,1,16,0,0,0,0,0,0,52,58,361,255,0,0,1,2,3,221,1058,405,284,242,0,0,0,100,1079,"24",276,184,0,0,0,16,4,3,0,0,0,0,2,0,1,24019,18387,467,"Gandaki Province","Parbat","Municipality ","Kushma Municipality"
"465",41004,"Municipality ","Gandaki Province","Parbat","Phalebas Municipality",334,399,385,383,366,336,418,138,221,333,280,23,260,2,682,0,0,488,2,0,1371,1203,226,37,0,880,265,864,1143,"1129",758,321,0,1808,2887,321,296,138,220,69,303,37,203,221,2,0,93,0,33,0,0,0,0,0,0,11,0,116,0,0,0,0,0,0,137,171,98,207,195,0,0,0,97,978,"19",210,0,0,0,2,8,5,6,0,0,2,2,0,0,0,18145,12725,471,"Gandaki Province","Parbat","Municipality ","Phalebas Municipality"
"466",41005,"Rural Municipality","Gandaki Province","Parbat","Mahashila Rural Municipality",129,182,160,162,142,134,167,75,87,146,212,18,212,2,301,0,0,198,0,0,809,688,111,19,0,211,137,209,341,"346",593,151,1,778,1523,152,163,32,37,60,90,29,76,118,0,0,70,5,65,0,0,0,0,0,0,3,0,24,0,0,0,0,0,0,62,167,22,95,281,0,0,0,56,520,"11",132,0,0,0,4,13,1,0,0,0,0,0,0,0,0,7524,5920,468,"Gandaki Province","Parbat","Rural Municipality","Mahashila Rural Municipality"
"467",41006,"Rural Municipality","Gandaki Province","Parbat","Bihadi Rural Municipality",187,248,236,234,223,228,227,92,121,202,203,17,180,3,354,1,1,166,1,0,314,282,88,0,1,91,81,86,180,"167",416,198,2,562,1178,200,117,46,60,52,124,17,111,146,0,0,93,0,70,0,0,0,0,0,0,8,0,76,0,0,0,0,0,0,81,83,16,136,97,0,0,0,53,505,"11",124,0,0,0,0,9,5,5,0,0,0,0,0,0,0,6740,5011,465,"Gandaki Province","Parbat","Rural Municipality","Bihadi Rural Municipality"
"468",41007,"Rural Municipality","Gandaki Province","Parbat","Paiyu Rural Municipality",287,297,272,272,266,243,299,135,176,255,174,15,172,8,464,0,1,356,0,0,1299,1145,161,2,0,377,175,353,540,"528",351,205,0,1243,1799,205,224,4,8,56,210,30,225,264,0,0,105,1,31,0,0,0,0,0,0,1,0,101,0,0,0,2,0,2,88,155,46,163,150,0,0,0,55,552,"9",107,0,0,0,1,27,10,7,0,0,0,0,0,0,0,10062,7867,470,"Gandaki Province","Parbat","Rural Municipality","Paiyu Rural Municipality"
"469",41101,"Municipality ","Gandaki Province","Baglung","Baglung Municipality",1172,1121,1062,1062,1107,992,1149,658,649,1089,461,38,459,7,1357,3,7,1486,10,0,2047,1807,291,56,0,1270,306,1069,1617,"1375",1051,370,2,2863,4286,372,332,129,195,246,1372,75,850,907,0,0,1259,0,131,0,0,0,0,0,0,15,0,412,16,0,0,1,0,1,418,517,991,290,390,0,0,0,164,1660,"24",284,258,22,0,7,12,0,2,0,0,0,0,0,0,0,19722,15202,473,"Gandaki Province","Baglung","Municipality ","Baglung Municipality"
"470",41102,"Rural Municipality","Gandaki Province","Baglung","Kathekhola Rural Municipality",365,449,414,415,390,356,417,136,130,372,216,18,216,1,524,1,1,474,0,1,1551,1358,187,13,0,481,255,467,681,"722",908,229,1,1164,2302,230,174,66,239,52,240,28,161,205,7,2,127,0,93,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,221,54,46,197,291,0,0,0,93,818,"17",203,0,0,0,0,4,1,1,0,0,0,0,1,0,1,10049,7779,478,"Gandaki Province","Baglung","Rural Municipality","Kathekhola Rural Municipality"
"471",41103,"Rural Municipality","Gandaki Province","Baglung","Tarakhola Rural Municipality",157,187,175,175,205,170,214,84,77,184,124,10,124,1,187,0,0,117,1,0,916,784,145,0,0,490,140,408,635,"548",406,36,0,727,1169,36,50,45,6,52,157,15,73,86,6,1,71,1,39,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,28,69,31,40,124,0,0,0,55,606,"7",81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4738,3500,481,"Gandaki Province","Baglung","Rural Municipality","Tarakhola Rural Municipality"
"472",41104,"Rural Municipality","Gandaki Province","Baglung","Tamankhola Rural Municipality",241,250,213,213,248,191,255,92,93,199,60,5,60,0,237,0,0,258,0,0,1143,956,374,9,0,953,450,950,1336,"1400",496,40,0,1024,1560,40,68,45,9,54,127,25,76,108,5,3,94,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,187,7,273,71,0,0,0,37,448,"7",79,0,0,0,0,3,0,0,0,0,0,0,0,0,1,5589,4004,480,"Gandaki Province","Baglung","Rural Municipality","Tamankhola Rural Municipality"
"473",41105,"Municipality ","Gandaki Province","Baglung","Dhorpatan Municipality",872,825,702,699,715,544,697,437,368,556,192,16,191,2,927,0,0,164,1,0,3248,2782,397,230,2,1415,588,1419,2044,"2007",643,66,44,1730,2483,110,133,172,105,293,699,158,340,482,4,2,343,0,47,0,0,1,0,0,0,18,0,115,0,0,0,0,1,1,129,316,229,187,291,0,0,0,70,756,"11",126,0,0,0,12,12,7,4,0,0,0,0,0,0,0,18447,11073,475,"Gandaki Province","Baglung","Municipality ","Dhorpatan Municipality"
"474",41106,"Rural Municipality","Gandaki Province","Baglung","Nisikhola Rural Municipality",618,603,569,569,536,459,596,222,170,2704,144,12,144,4,772,2,1,562,0,1,2598,2214,719,203,0,1408,969,1427,2330,"2396",950,188,41,1512,2691,229,222,28,94,170,367,58,156,208,17,10,175,2,56,0,0,0,0,0,0,12,0,44,0,0,0,0,0,0,78,211,269,239,281,0,0,0,66,835,"9",111,0,0,0,11,9,4,4,0,0,2,2,0,1,1,11055,7420,479,"Gandaki Province","Baglung","Rural Municipality","Nisikhola Rural Municipality"
"475",41107,"Rural Municipality","Gandaki Province","Baglung","Badigad Rural Municipality",649,645,625,625,624,587,718,247,271,949,217,18,215,2,893,1,3,597,12,1,2876,2691,479,57,0,895,606,787,1431,"1393",1221,298,15,2115,3649,313,171,351,73,179,463,98,312,409,14,24,233,12,94,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3,230,341,173,394,306,0,0,0,103,1230,"15",175,4,0,0,0,47,18,17,0,0,0,0,0,0,0,12722,9557,472,"Gandaki Province","Baglung","Rural Municipality","Badigad Rural Municipality"
"476",41108,"Municipality ","Gandaki Province","Baglung","Galkot Municipality",470,523,532,532,520,481,601,271,258,500,238,20,236,4,780,0,0,550,1,0,2345,2114,285,34,0,668,342,615,987,"957",743,155,2,1350,2250,157,110,36,41,108,460,45,271,337,3,1,298,0,83,0,0,0,0,0,0,10,2,245,2,0,0,2,0,2,160,632,114,255,310,0,0,0,127,1259,"15",174,0,0,0,0,13,4,6,0,0,0,0,0,0,0,20586,15876,476,"Gandaki Province","Baglung","Municipality ","Galkot Municipality"
