"","Code","fid","Governance.Units","Provinces","Districts","Name.of.Government.Unit","Hospital","Primary.Health.Care.Centers","Health.Post","Urban.Health.Centers","Community.Health.Unit","Other.Health.Facilities","Total","Non.public.health.facilities","Total.health.facilities..Public.and.Non.Public.","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8"
"621",60101,636,"Rural Municipality","Karnali Province","Dolpa","Dolpo Buddha Rural Municipality",0,0,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,""
"622",60103,637,"Rural Municipality","Karnali Province","Dolpa","Jagadulla Rural Municipality",0,0,3,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"623",60107,638,"Rural Municipality","Karnali Province","Dolpa","Kaike Rural Municipality",0,0,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,""
"624",60104,639,"Rural Municipality","Karnali Province","Dolpa","Mudkechula Rural Municipality",0,0,3,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"625",60102,640,"Rural Municipality","Karnali Province","Dolpa","Shey Phoksundo Rural Municipality",0,0,3,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"626",60106,641,"Municipality ","Karnali Province","Dolpa","Thulibheri Municipality",1,0,3,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"627",60105,642,"Municipality ","Karnali Province","Dolpa","Tripurasundari Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"628",60404,643,"Municipality ","Karnali Province","Jumla","Chandannath Municipality",1,0,3,1,0,1,6,10,16,NA,NA,NA,NA,NA,NA,NA,NA,""
"629",60405,644,"Rural Municipality","Karnali Province","Jumla","Guthichaur Rural Municipality",0,0,3,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"630",60408,645,"Rural Municipality","Karnali Province","Jumla","Hima Rural Municipality",0,1,2,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"631",60402,646,"Rural Municipality","Karnali Province","Jumla","Kanaka Sundari Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"632",60401,647,"Rural Municipality","Karnali Province","Jumla","Patarasi Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"633",60403,648,"Rural Municipality","Karnali Province","Jumla","Sinja Rural Municipality",0,0,3,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"634",60406,649,"Rural Municipality","Karnali Province","Jumla","Tatopani Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"635",60407,650,"Rural Municipality","Karnali Province","Jumla","Tila Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"636",60509,651,"Rural Municipality","Karnali Province","Kalikot","Kalika Rural Municipality",0,0,3,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"637",60506,652,"Municipality ","Karnali Province","Kalikot","Khandachakra Municipality",1,0,2,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"638",60508,653,"Rural Municipality","Karnali Province","Kalikot","Mahawai Rural Municipality",0,0,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,""
"639",60505,654,"Rural Municipality","Karnali Province","Kalikot","Naraharinath Rural Municipality",0,1,4,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"640",60502,655,"Rural Municipality","Karnali Province","Kalikot","Pachal Jharana Rural Municipality",0,0,3,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"641",60501,656,"Rural Municipality","Karnali Province","Kalikot","Palata Rural Municipality",0,0,3,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"642",60503,657,"Municipality ","Karnali Province","Kalikot","Raskot Municipality",0,0,3,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"643",60504,658,"Rural Municipality","Karnali Province","Kalikot","Sanni Tribeni Rural Municipality",0,0,3,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"644",60507,659,"Municipality ","Karnali Province","Kalikot","Tilagupha Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"645",60202,660,"Rural Municipality","Karnali Province","Mugu","Chhayanath Rara Municipality",1,0,6,0,3,0,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,""
"646",60204,661,"Rural Municipality","Karnali Province","Mugu","Khatyad Rural Municipality",0,1,6,0,2,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,""
"647",60201,662,"Rural Municipality","Karnali Province","Mugu","Mugumkarmarog Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"648",60203,663,"Rural Municipality","Karnali Province","Mugu","Soru Rural Municipality",0,0,7,0,1,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"649",60306,664,"Rural Municipality","Karnali Province","Humla","Adanchuli Rural Municipality",0,0,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,""
"650",60301,665,"Rural Municipality","Karnali Province","Humla","Chankheli Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"651",60302,666,"Rural Municipality","Karnali Province","Humla","Kharpunath Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"652",60304,667,"Rural Municipality","Karnali Province","Humla","Namkha Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"653",60305,668,"Rural Municipality","Karnali Province","Humla","Sarkegad Rural Municipality",0,0,6,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"654",60303,669,"Rural Municipality","Karnali Province","Humla","Simkot Rural Municipality",1,0,4,0,0,0,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"655",60307,670,"Rural Municipality","Karnali Province","Humla","Tanjakot Rural Municipality",0,0,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,""
"656",70106,671,"Municipality ","Sudurpashchim Province","Bajura","Badimalika Municipality",1,0,3,5,0,0,9,1,10,NA,NA,NA,NA,NA,NA,NA,NA,""
"657",70108,672,"Municipality ","Sudurpashchim Province","Bajura","Budhiganga Municipality",0,0,3,1,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"658",70103,673,"Municipality ","Sudurpashchim Province","Bajura","Budhinanda Municipality",0,1,3,1,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"659",70107,674,"Rural Municipality","Sudurpashchim Province","Bajura","Khaptad Chhededaha Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"660",70102,675,"Rural Municipality","Sudurpashchim Province","Bajura","Gaumul Rural Municipality",0,0,2,0,3,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"661",70101,676,"Rural Municipality","Sudurpashchim Province","Bajura","Himali Rural Municipality",0,0,2,0,1,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"662",70105,677,"Rural Municipality","Sudurpashchim Province","Bajura","Jagannath Rural Municipality",0,0,2,0,1,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"663",70104,678,"Rural Municipality","Sudurpashchim Province","Bajura","Swami Kartik Rural Municipality",0,0,3,0,1,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"664",70109,679,"Municipality ","Sudurpashchim Province","Bajura","Tribeni Municipality",0,0,3,2,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"665",70210,681,"Rural Municipality","Sudurpashchim Province","Bajhang","Bitthadchir Rural Municipality",0,1,2,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"666",70202,682,"Municipality ","Sudurpashchim Province","Bajhang","Bungal Municipality",0,0,5,0,3,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"667",70207,683,"Rural Municipality","Sudurpashchim Province","Bajhang","Chhabis Pathibhara Rural Municipality",0,0,5,0,1,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"668",70208,684,"Rural Municipality","Sudurpashchim Province","Bajhang","Durgathali Rural Municipality",0,0,3,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"669",70206,685,"Municipality ","Sudurpashchim Province","Bajhang","Jayaprithbi Municipality",1,0,5,2,0,1,9,1,10,NA,NA,NA,NA,NA,NA,NA,NA,""
"670",70201,686,"Rural Municipality","Sudurpashchim Province","Bajhang","Kanda Rural Municipality",0,0,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,""
"671",70209,687,"Rural Municipality","Sudurpashchim Province","Bajhang","Kedarsyun Rural Municipality",0,1,3,0,2,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"672",70212,688,"Rural Municipality","Sudurpashchim Province","Bajhang","Khaptad Chhanna Rural Municipality",0,0,6,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"673",70205,689,"Rural Municipality","Sudurpashchim Province","Bajhang","Masta Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"674",70203,690,"Rural Municipality","Sudurpashchim Province","Bajhang","Surma Rural Municipality",0,0,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,""
"675",70204,691,"Rural Municipality","Sudurpashchim Province","Bajhang","Talkot Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"676",70211,692,"Rural Municipality","Sudurpashchim Province","Bajhang","Thalara Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"677",70707,694,"Rural Municipality","Sudurpashchim Province","Achham","Bannigadhi Jayagadh Rural Municipality",0,0,6,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"678",70705,695,"Rural Municipality","Sudurpashchim Province","Achham","Chaurpati Rural Municipality",0,1,5,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"679",70709,696,"Rural Municipality","Sudurpashchim Province","Achham","Dhakari Rural Municipality",0,0,4,0,1,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"680",70708,697,"Municipality ","Sudurpashchim Province","Achham","Kamal Bazar Municipality",0,1,8,0,0,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,""
"681",70706,698,"Municipality ","Sudurpashchim Province","Achham","Mangalsen Municipality",1,0,8,1,0,0,10,2,12,NA,NA,NA,NA,NA,NA,NA,NA,""
"682",70703,699,"Rural Municipality","Sudurpashchim Province","Achham","Mellekh Rural Municipality",0,0,7,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"683",70701,700,"Municipality ","Sudurpashchim Province","Achham","Panchdebal Binayak Municipality",0,0,8,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"684",70702,701,"Rural Municipality","Sudurpashchim Province","Achham","Ramaroshan Rural Municipality",0,0,7,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"685",70704,702,"Municipality ","Sudurpashchim Province","Achham","Sanphebagar Municipality",0,0,13,1,0,0,14,1,15,NA,NA,NA,NA,NA,NA,NA,NA,""
"686",70710,703,"Rural Municipality","Sudurpashchim Province","Achham","Turmakhand Rural Municipality",0,0,8,0,1,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,""
"687",70603,705,"Rural Municipality","Sudurpashchim Province","Doti","Aadarsha Rural Municipality",0,0,6,0,1,0,7,1,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"688",70608,706,"Rural Municipality","Sudurpashchim Province","Doti","Badi Kedar Rural Municipality",0,0,4,0,1,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"689",70607,707,"Rural Municipality","Sudurpashchim Province","Doti","Bogatan Rural Municipality",0,1,6,0,2,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,""
"690",70605,708,"Municipality ","Sudurpashchim Province","Doti","Dipayal Silgadhi Municipality",2,0,4,4,0,0,10,6,16,NA,NA,NA,NA,NA,NA,NA,NA,""
"691",70609,709,"Rural Municipality","Sudurpashchim Province","Doti","Jorayal Rural Municipality",0,1,5,0,2,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"692",70606,710,"Rural Municipality","Sudurpashchim Province","Doti","K.I. Singh Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"693",70601,711,"Rural Municipality","Sudurpashchim Province","Doti","Purbichouki Rural Municipality",0,0,7,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"694",70602,712,"Rural Municipality","Sudurpashchim Province","Doti","Sayal Rural Municipality",0,0,3,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"695",70604,713,"Municipality ","Sudurpashchim Province","Doti","Shikhar Municipality",0,0,9,0,0,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,""
"696",70806,715,"Rural Municipality","Sudurpashchim Province","Kailali","Bardagoriya Rural Municipality",0,0,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,""
"697",70811,716,"Municipality ","Sudurpashchim Province","Kailali","Bhajani Municipality",0,1,3,1,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"698",70802,717,"Rural Municipality","Sudurpashchim Province","Kailali","Chure Rural Municipality",0,0,3,0,2,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"699",70813,718,"Sub-Metropolitan City","Sudurpashchim Province","Kailali","Dhangadhi Sub-Metropolitan City",1,0,2,8,0,1,12,6,18,NA,NA,NA,NA,NA,NA,NA,NA,""
"700",70804,719,"Municipality ","Sudurpashchim Province","Kailali","Gauriganga Municipality",0,1,1,0,1,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"701",70805,720,"Municipality ","Sudurpashchim Province","Kailali","Ghodaghodi Municipality",0,0,4,2,0,0,6,1,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"702",70803,721,"Municipality ","Sudurpashchim Province","Kailali","Godawari Municipality",1,0,4,3,2,0,10,7,17,NA,NA,NA,NA,NA,NA,NA,NA,""
"703",70808,722,"Rural Municipality","Sudurpashchim Province","Kailali","Janaki Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"704",70809,723,"Rural Municipality","Sudurpashchim Province","Kailali","Joshipur Rural Municipality",0,1,1,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,""
"705",70812,724,"Rural Municipality","Sudurpashchim Province","Kailali","Kailari Rural Municipality",0,1,5,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"706",70807,725,"Municipality ","Sudurpashchim Province","Kailali","Lamki Chuha Municipality",0,0,3,1,0,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"707",70801,726,"Rural Municipality","Sudurpashchim Province","Kailali","Mohanyal Rural Municipality",0,0,3,0,1,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"708",70810,727,"Municipality ","Sudurpashchim Province","Kailali","Tikapur Municipality",1,0,2,5,1,0,9,0,9,NA,NA,NA,NA,NA,NA,NA,NA,""
"709",70903,728,"Municipality ","Sudurpashchim Province","Kanchanpur","Bedkot Municipality",0,0,2,1,2,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"710",70908,729,"Municipality ","Sudurpashchim Province","Kanchanpur","Belouri Municipality",0,1,2,1,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"711",70909,730,"Rural Municipality","Sudurpashchim Province","Kanchanpur","Beldandi Rural Municipality",0,1,1,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,""
"712",70904,731,"Municipality ","Sudurpashchim Province","Kanchanpur","Bhimdatta Municipality",1,0,1,7,0,1,10,6,16,NA,NA,NA,NA,NA,NA,NA,NA,""
"713",70901,732,"Municipality ","Sudurpashchim Province","Kanchanpur","Krishnapur Municipality",0,0,2,0,3,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"714",70906,733,"Rural Municipality","Sudurpashchim Province","Kanchanpur","Laljhadi Rural Municipality",0,0,3,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"715",70905,734,"Municipality ","Sudurpashchim Province","Kanchanpur","Mahakali Municipality",0,1,1,1,1,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"716",70907,735,"Municipality ","Sudurpashchim Province","Kanchanpur","Punarbas Municipality",0,0,3,1,0,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"717",70902,736,"Municipality ","Sudurpashchim Province","Kanchanpur","Shuklaphanta Municipality",0,0,3,0,1,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"718",70503,738,"Rural Municipality","Sudurpashchim Province","Dadeldhura","Ajayameru Rural Municipality",0,0,5,0,1,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"719",70506,739,"Rural Municipality","Sudurpashchim Province","Dadeldhura","Aalital Rural Municipality",0,0,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,""
"720",70502,740,"Municipality ","Sudurpashchim Province","Dadeldhura","Amargadhi Municipality",1,0,4,2,1,0,8,10,18,NA,NA,NA,NA,NA,NA,NA,NA,""
"721",70504,741,"Rural Municipality","Sudurpashchim Province","Dadeldhura","Bhageshwor Rural Municipality",0,0,3,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"722",70507,742,"Rural Municipality","Sudurpashchim Province","Dadeldhura","Ganyapdhura Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"723",70501,743,"Rural Municipality","Sudurpashchim Province","Dadeldhura","Nawadurga Rural Municipality",0,0,4,0,1,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"724",70505,744,"Municipality ","Sudurpashchim Province","Dadeldhura","Parashuram Municipality",1,0,2,2,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"725",70405,745,"Municipality ","Sudurpashchim Province","Baitadi","Dasharathchand Municipality",1,0,9,3,0,0,13,0,13,NA,NA,NA,NA,NA,NA,NA,NA,""
"726",70401,746,"Rural Municipality","Sudurpashchim Province","Baitadi","Dilasaini Rural Municipality",0,0,5,0,1,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"727",70402,747,"Rural Municipality","Sudurpashchim Province","Baitadi","Dogada Kedar Rural Municipality",0,0,8,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,""
"728",70408,748,"Municipality ","Sudurpashchim Province","Baitadi","Melauli Municipality",0,1,4,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"729",70406,749,"Rural Municipality","Sudurpashchim Province","Baitadi","Pancheshwor Rural Municipality",0,0,6,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"730",70409,750,"Municipality ","Sudurpashchim Province","Baitadi","Patan Municipality",0,1,8,2,1,0,12,1,13,NA,NA,NA,NA,NA,NA,NA,NA,""
"731",70403,751,"Municipality ","Sudurpashchim Province","Baitadi","Puchaundi Municipality",0,0,10,0,1,0,11,0,11,NA,NA,NA,NA,NA,NA,NA,NA,""
"732",70407,752,"Rural Municipality","Sudurpashchim Province","Baitadi","Shivanath Rural Municipality",0,0,3,0,1,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"733",70410,753,"Rural Municipality","Sudurpashchim Province","Baitadi","Sigas Rural Municipality",0,0,6,0,1,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"734",70404,754,"Rural Municipality","Sudurpashchim Province","Baitadi","Surnaya Rural Municipality",0,0,6,0,1,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"735",70305,755,"Rural Municipality","Sudurpashchim Province","Darchula","Apihimal Rural Municipality",0,0,2,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,""
"736",70301,756,"Rural Municipality","Sudurpashchim Province","Darchula","Byas Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"737",70302,757,"Rural Municipality","Sudurpashchim Province","Darchula","Duhun Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"738",70309,758,"Rural Municipality","Sudurpashchim Province","Darchula","Lekam Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"739",70303,759,"Municipality ","Sudurpashchim Province","Darchula","Mahakali Municipality",1,0,5,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"740",70308,760,"Rural Municipality","Sudurpashchim Province","Darchula","Malikarjun Rural Municipality",0,0,6,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"741",70306,761,"Rural Municipality","Sudurpashchim Province","Darchula","Marma Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"742",70304,762,"Rural Municipality","Sudurpashchim Province","Darchula","Naugad Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"743",70307,763,"Municipality ","Sudurpashchim Province","Darchula","Shailyashikhar Municipality",1,0,5,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"744",40808,764,"Rural Municipality","Gandaki Province","Nawalparasi East","Binayi Tribeni Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"745",40808,765,"Rural Municipality","Gandaki Province","Nawalparasi East","Binayi Tribeni Rural Municipality",0,0,4,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,""
"746",40802,766,"Rural Municipality","Gandaki Province","Nawalparasi East","Bulingtar Rural Municipality",0,1,5,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"747",40803,767,"Rural Municipality","Gandaki Province","Nawalparasi East","Bungdikali Rural Municipality",0,0,5,0,1,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"748",40805,768,"Municipality ","Gandaki Province","Nawalparasi East","Devchuli Municipality",0,1,3,0,0,0,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,""
"749",40801,769,"Municipality ","Gandaki Province","Nawalparasi East","Gaidakot Municipality",0,0,4,1,0,0,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"750",40804,770,"Rural Municipality","Gandaki Province","Nawalparasi East","Hupsekot Rural Municipality",0,0,3,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,""
"751",40806,771,"Municipality ","Gandaki Province","Nawalparasi East","Kawasoti Municipality",0,0,5,0,0,0,5,9,14,NA,NA,NA,NA,NA,NA,NA,NA,""
"752",40807,772,"Municipality ","Gandaki Province","Nawalparasi East","Madhya Bindu Municipality",0,1,6,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,""
"753",50103,774,"Rural Municipality","Lumbini Province","Rukum East","Bhoome Rural Municipality",0,0,5,0,0,0,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"754",50101,775,"Rural Municipality","Lumbini Province","Rukum East","Putha Uttanganga Rural Municipality",0,1,5,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,""
"755",50102,776,"Rural Municipality","Lumbini Province","Rukum East","Sisne Rural Municipality",0,0,5,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,""
